Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Non-Travel,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single
1.0901940236181409,1.0494548838312445,-0.8999145224423435,1.064209333982036,1.101378952830863,-0.6587097500594324,-1.2212802396374116,-0.9084364658301766,1.7952820850459525,1.7621889573533582,-0.6479968271994002,2.026752327274747,0.9312891818499833,1.3307629261300484,-0.6377292251365789,-0.33712854383170676,-0.43206495008251805,0.24021828341039647,2.61310031407703,2.2614821417371727,-0.6053893510945483,0.33762109125915835,-0.6657058719069946,-0.6253648713435828,-0.36802435883251516,-0.6164064977950603,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-1.634827596376192,-0.5234492887626604,-0.8999145224423435,-1.8553322914367996,-1.4127917134889016,0.2602020720875338,0.8188128879387192,1.6941112470887076,0.37356374698936007,-0.9862649071659377,1.1535262668585071,-0.8644084008911711,0.6827417851030926,-1.0837043422612147,-0.6377292251365789,-0.33712854383170676,-0.43206495008251805,0.24021828341039647,0.2474298218872014,-1.0726746626292767,-0.6053893510945483,0.33762109125915835,-0.8300707901019612,-0.9056351033176886,-0.05688370751185537,-0.8970468545147626,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
0.9811931588183676,-0.9920800089649648,-0.7776101796257255,-1.8553322914367996,0.18046176118619814,-1.5776215722063986,0.8188128879387192,-0.6629130966868856,0.37356374698936007,1.7621889573533582,0.25276471982955345,2.3477057786207,0.16770484601314473,0.12352929193441692,-0.6377292251365789,-0.8809737668030194,-0.43206495008251805,1.1604029781681362,0.2474298218872014,1.4920613407295304,0.1909617416204281,0.33762109125915835,0.8135783918477043,1.3365267524751574,0.5653975951294642,1.3480759992428557,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-1.307825001976872,-0.45365322405167885,0.44543324854045496,-1.8553322914367996,-0.6186674685199514,-0.6587097500594324,0.8188128879387192,-1.252169182630784,0.37356374698936007,-0.9862649071659377,0.25276471982955345,-0.9562015179204555,1.667056237692766,-0.6812931308626707,-0.6377292251365789,-1.1528963782886759,-0.43206495008251805,0.24021828341039647,-0.9354054242077128,-0.5597274619575152,-1.4017404438095247,0.33762109125915835,-0.008246199127128446,-0.06482440739537135,-0.679165010153175,0.5061549290837488,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0.6541905644190477,0.4910863661433924,-0.04378412272601721,2.0373898757883144,-0.5886375600967558,1.1791138942345,0.8188128879387192,0.31918037988627823,0.37356374698936007,-0.0701136189928391,0.25276471982955345,-0.18595622912437518,0.7283621242933445,0.12352929193441692,1.568063624159353,-0.6090511553173631,-0.43206495008251805,-0.6799664113473433,0.2474298218872014,-0.1750170614536942,0.1909617416204281,0.33762109125915835,0.1561187190678381,0.7759862885269458,0.5653975951294642,0.7867952858034511,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
-0.9808224075775521,0.8799501552474323,-0.8999145224423435,1.064209333982036,-0.9606747588952346,-1.5776215722063986,0.8188128879387192,0.9084364658301766,-2.469872929123825,-0.9862649071659377,1.1535262668585071,-0.6621195879530991,1.4390936281414766,0.9283517147315046,1.568063624159353,-0.6090511553173631,-0.43206495008251805,1.1604029781681362,-0.9354054242077128,-0.816201062293396,0.9873128343354044,-1.0555101484628426,-0.6657058719069946,-0.6253648713435828,-0.05688370751185537,-0.6164064977950603,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1.5261974828172342,0.07230997787750328,-1.0222188652589617,0.09102879217575739,-1.1058193162740133,0.2602020720875338,0.8188128879387192,1.497692551774075,0.37356374698936007,-0.9862649071659377,1.1535262668585071,-0.8214139666854172,1.2296295097862346,-0.6812931308626707,-0.6377292251365789,-1.1528963782886759,-0.43206495008251805,-0.6799664113473433,-0.9354054242077128,-1.3291482629651574,-2.198091536524501,-1.0555101484628426,-0.9944357082969277,-1.1859053352917943,-0.679165010153175,-1.177687211234465,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0.6541905644190477,0.6929964104858747,2.1576940479731075,0.09102879217575739,0.1837984176776643,0.2602020720875338,-1.2212802396374116,0.8593317920015183,0.37356374698936007,0.8460376691802596,-1.5487583742283537,0.9192157021345277,-0.3971250242661634,2.135585348927136,-0.6377292251365789,-1.1528963782886759,-0.43206495008251805,0.24021828341039647,0.2474298218872014,0.8508773398898287,-1.4017404438095247,0.33762109125915835,0.1561187190678381,0.7759862885269458,-0.679165010153175,-0.8970468545147626,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.32718797001972766,-1.7099823888493462,0.567737591357073,-0.8821517496305211,0.9712493496636821,1.1791138942345,-1.2212802396374116,0.9084364658301766,0.37356374698936007,-0.0701136189928391,-1.5487583742283537,-0.40952728699429525,-0.4350956114580499,-0.6812931308626707,-0.6377292251365789,-0.06520593234605039,-0.43206495008251805,0.24021828341039647,0.2474298218872014,-0.816201062293396,-0.6053893510945483,0.33762109125915835,-0.33697603551706157,-0.06482440739537135,-0.36802435883251516,-0.6164064977950603,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
-1.0898232723773253,-1.4931160449259393,0.07852022009060083,0.09102879217575739,0.6459253417457299,1.1791138942345,-1.2212802396374116,1.5959018994313912,-1.0481545910672325,-0.0701136189928391,1.1535262668585071,-0.16660873373178595,-1.0139732081343564,-0.6812931308626707,1.568063624159353,-1.1528963782886759,-0.43206495008251805,1.1604029781681362,-0.9354054242077128,-0.6879642621254556,0.1909617416204281,0.33762109125915835,-0.172611117322095,-0.6253648713435828,0.5653975951294642,-0.05512578435565574,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
-0.10881548917936558,1.032005867653499,-0.04378412272601721,1.064209333982036,-1.6496943243830002,0.2602020720875338,0.8188128879387192,0.8102271181728602,-1.0481545910672325,-0.9862649071659377,-1.5487583742283537,-0.674373001701739,-1.0298290577309683,1.733174137528592,-0.6377292251365789,2.1101749595392003,2.3144668407122957,-0.6799664113473433,-0.9354054242077128,-0.1750170614536942,0.9873128343354044,0.33762109125915835,-0.33697603551706157,-0.3450946393694771,-0.679165010153175,-0.335766141075358,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
-0.8718215427777788,-0.2741776290805835,-1.0222188652589617,0.09102879217575739,0.41402771558883056,1.1791138942345,-1.2212802396374116,1.0557504873161512,-1.0481545910672325,1.7621889573533582,1.1535262668585071,2.05942809727112,-1.525393900825077,0.12352929193441692,-0.6377292251365789,-0.33712854383170676,-0.43206495008251805,-0.6799664113473433,1.4302650679821156,-0.30325386162163454,-0.6053893510945483,-1.0555101484628426,-0.008246199127128446,0.7759862885269458,-0.36802435883251516,0.7867952858034511,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
0.8721922940185942,-0.635621535619595,-0.16608846554263526,1.064209333982036,-0.9406548199464375,1.1791138942345,0.8188128879387192,0.46649440137225284,0.37356374698936007,-0.0701136189928391,1.1535262668585071,-0.6120310721033959,-0.711043028999086,2.5379965603256798,-0.6377292251365789,-0.33712854383170676,-0.43206495008251805,-1.600151106105083,1.4302650679821156,0.08145653888218654,0.1909617416204281,0.33762109125915835,0.4848485554577712,1.3365267524751574,2.121100851732763,1.0674356425231535,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
-1.5258267315764187,-0.7403156326860673,1.3015636482567814,-1.8553322914367996,0.8628080136910314,-1.5776215722063986,0.8188128879387192,1.5467972256027331,0.37356374698936007,-0.0701136189928391,0.25276471982955345,-0.9183664158193922,1.4495251081392477,-1.0837043422612147,-0.6377292251365789,-0.33712854383170676,-0.43206495008251805,-0.6799664113473433,-0.9354054242077128,-0.816201062293396,-0.6053893510945483,0.33762109125915835,-0.5013409537120281,-0.3450946393694771,-0.36802435883251516,-0.6164064977950603,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
-0.3268172187789122,-0.33649554400110276,-1.0222188652589617,0.09102879217575739,0.28056145593018345,1.1791138942345,0.8188128879387192,1.5467972256027331,-1.0481545910672325,-0.0701136189928391,-1.5487583742283537,-0.25818687859004164,1.5806835833112218,-1.0837043422612147,-0.6377292251365789,1.2944071250822313,2.3144668407122957,0.24021828341039647,-0.9354054242077128,0.33793013921806725,0.1909617416204281,0.33762109125915835,0.9779433100426709,1.3365267524751574,0.5653975951294642,1.3480759992428557,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
-1.9618301907755118,-1.248829818437504,-0.8999145224423435,0.09102879217575739,-1.289335423304653,-0.6587097500594324,0.8188128879387192,-0.9084364658301766,-1.0481545910672325,-0.9862649071659377,1.1535262668585071,-1.1698838559230522,-0.7161892257979864,-0.6812931308626707,-0.6377292251365789,1.838252348053544,2.3144668407122957,0.24021828341039647,-0.9354054242077128,-1.3291482629651574,0.1909617416204281,-1.0555101484628426,-0.9944357082969277,-1.1859053352917943,-0.36802435883251516,-1.177687211234465,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0.7631914292188209,-0.45614594064849967,0.6900419341736911,0.09102879217575739,0.4657458912065563,-1.5776215722063986,-1.2212802396374116,0.3682850537149365,0.37356374698936007,0.8460376691802596,1.1535262668585071,0.3082647920707654,-0.04384556834165155,-0.6812931308626707,-0.6377292251365789,-1.1528963782886759,-0.43206495008251805,1.1604029781681362,0.2474298218872014,-0.1750170614536942,-0.6053893510945483,0.33762109125915835,0.4848485554577712,0.7759862885269458,-0.679165010153175,0.22551457236404657,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1.0901940236181409,0.9098627544092815,0.567737591357073,1.064209333982036,1.53180764023,0.2602020720875338,0.8188128879387192,-0.07365701074298729,0.37356374698936007,-0.0701136189928391,-0.6479968271994002,-0.23153032938247428,-1.7059280479865007,2.135585348927136,-0.6377292251365789,0.7505619021109187,-0.43206495008251805,0.24021828341039647,0.2474298218872014,0.594403739553948,0.9873128343354044,1.7307523309811592,0.1561187190678381,0.7759862885269458,-0.36802435883251516,0.7867952858034511,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
-0.6538198131782321,-1.4607107291672694,-0.2883928083592533,0.09102879217575739,-1.0007146367928288,-0.6587097500594324,0.8188128879387192,1.6941112470887076,1.7952820850459525,-0.0701136189928391,1.1535262668585071,0.08275898466158643,-0.29893002588714557,0.5259405033329607,-0.6377292251365789,-1.1528963782886759,-0.43206495008251805,-0.6799664113473433,0.2474298218872014,-0.1750170614536942,0.1909617416204281,-1.0555101484628426,0.1561187190678381,0.7759862885269458,1.4988195490914435,0.7867952858034511,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
0.9811931588183676,-0.4137697585025466,-1.0222188652589617,0.09102879217575739,-1.4878664845468905,0.2602020720875338,0.8188128879387192,-1.252169182630784,-1.0481545910672325,0.8460376691802596,-1.5487583742283537,0.8876147929932986,-1.5644771792167256,-0.27888191946412694,1.568063624159353,-0.6090511553173631,-0.43206495008251805,0.24021828341039647,0.2474298218872014,1.2355877403936497,1.7836639270503807,-1.0555101484628426,0.4848485554577712,1.3365267524751574,2.121100851732763,0.22551457236404657,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False
-0.4358180835786855,-1.7124751054461669,-0.04378412272601721,0.09102879217575739,0.37065118119977025,-1.5776215722063986,0.8188128879387192,-0.27007570605762005,0.37356374698936007,-0.9862649071659377,1.1535262668585071,-0.8089455807657486,-1.1237123777109075,-1.0837043422612147,-0.6377292251365789,-0.6090511553173631,-0.43206495008251805,-0.6799664113473433,0.2474298218872014,0.4661669393860076,1.7836639270503807,0.33762109125915835,1.1423082282376373,1.6167969844492631,0.5653975951294642,1.6287163559625581,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
